AA-cycles,AB-cycles,BB-cycles,all,x
0.022062422564614888,0.0,0.015163266492815833,0.03722568905743072,0.05
0.03894003915357025,0.0,0.01839397205857211,0.05733401121214236,0.1
0.05154669590932292,0.0,0.016734762011132227,0.06828145792045515,0.15000000000000002
0.06065306597126335,0.0,0.013533528323661262,0.07418659429492461,0.2
0.06690767856487378,0.0,0.010260624827987345,0.07716830339286113,0.25
0.0708549829111522,0.0,0.007468060255179588,0.07832304316633179,0.3
0.07295085344373897,0.0,0.005284542098905735,0.0782353955426447,0.35
0.07357588823428847,0.0,0.0036631277777468326,0.0772390160120353,0.39999999999999997
0.0730468051556287,0.0,0.0024995242211045166,0.07554632937673321,0.44999999999999996
0.07162619921504752,0.0,0.001684486749771365,0.07331068596481889,0.49999999999999994
0.06953088884630529,0.0,0.0011238621455776172,0.07065475099188291,0.5499999999999999
0.06693904804452896,0.0,0.0007436256529999069,0.06768267369752887,0.6
0.06399629444136307,0.0,0.0004886177377177102,0.06448491217908078,0.65
0.0608208802076558,0.0,0.00031915868794407985,0.06114003889559988,0.7000000000000001
0.05750811256684817,0.0,0.00020740663880543708,0.05771551920565361,0.7500000000000001
0.054134113294645056,0.0,0.0001341850511610043,0.05426829834580606,0.8000000000000002
0.05075901151335583,0.0,8.64740568295235e-05,0.05084548557018535,0.8500000000000002
0.047429651052838945,0.0,5.553441183900551e-05,0.04748518546467795,0.9000000000000002
0.04418188237506515,0.0,3.55546191966576e-05,0.04421743699426181,0.9500000000000003
0.041042499311949386,0.0,2.269996488124231e-05,0.04106519927683063,1.0000000000000002
0.03803087244298201,0.0,1.4456635908617185e-05,0.03804532907889063,1.0500000000000003
0.03516032366368916,0.0,9.185935434635067e-06,0.035169509599123794,1.1000000000000003
0.032439280214671955,0.0,5.824803819212629e-06,0.03244510501849117,1.1500000000000004
0.029872241020718348,0.0,3.686527411996901e-06,0.029875927548130343,1.2000000000000004
0.02746058351462962,0.0,2.3291582325491537e-06,0.027462912672862168,1.2500000000000004
0.025203235090619294,0.0,1.4692141145376753e-06,0.025204704304733833,1.3000000000000005
0.023097229860374553,0.0,9.253973833092491e-07,0.023098155257757862,1.3500000000000005
0.02113816839562293,0.0,5.820701033724926e-07,0.021138750465726303,1.4000000000000006
0.01932059556885771,0.0,3.6565205536171577e-07,0.019320961220913074,1.4500000000000006
0.017638309392006814,0.0,2.2942674037636698e-07,0.01763853881874719,1.5000000000000007
0.016084611852117278,0.0,1.4379283060273685e-07,0.016084755644947882,1.5500000000000007
0.014652511110987325,0.0,9.002813977540638e-08,0.0146526011391271,1.6000000000000008
0.01333488303523683,0.0,5.6311227854762106e-08,0.013334939346464684,1.6500000000000008
0.012124598822649352,0.0,3.518947060967356e-08,0.012124634012119962,1.7000000000000008
0.011014624462129734,0.0,2.197124261275954e-08,0.011014646433372348,1.7500000000000009
0.009998096884418063,0.0,1.3706981770241177e-08,0.009998110591399833,1.800000000000001
0.009068380908135179,0.0,8.544640937322683e-09,0.009068389452776117,1.850000000000001
0.008219110442964585,0.0,5.322656615660331e-09,0.008219115765621201,1.900000000000001
0.007444216863388448,0.0,3.313311124007649e-09,0.007444220176699571,1.950000000000001
0.0067379469990854575,0.0,2.0611536224385293e-09,0.00673794906023908,2.000000000000001
